id,name,artist,artist_id,album,popularity,duration_ms,explicit,release_date
2qS9qn6timibJhRpGZ0HB5,DONT WANT IT,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,MONTERO,12,130925,1,2021-09-17
3AMfeZyUiBoZvQ6XgP3dV2,Makin' It - Rerecorded,David Naughton,6vFCfSDEGGjyLpkMa1YhBE,Makin' It (Billboard Hot 100 - No 5),35,189582,0,2005
2xt7vJpjb4YWWIKjmeLMUp,DONT WANT IT,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,MONTERO,25,130925,0,2021-09-17
1lcBt7LoEikqYmhUoa2cez,number one girl,ROSÉ,3eVa5w3URK5duf6eyVDbu9,rosie,81,216442,0,2024-12-06
2CHvY4mR3UDcqjhtyiy0r7,Wild Again - Rerecorded,Starship,0kObWap02DEg9EAJ3PBxzf,Wild Again (Billboard Hot 100 - No 73),40,301336,0,2016
2kO0FXEXVh0O6AQVtMsWYO,Give Me More Oxygen,DJ KIMERA,0bZ9QBZME5UoX7PGgM6Ahi,LUCKY 7 JACKPOT (Digital remaster),10,587139,0,2017-07-22
29Tj2R8sZZ3fzlXZVe1OyY,Pin Dự Phòng,Dương Domic,4KPyQxL1zqEiBcTwW6c9HE,Dữ Liệu Quý,59,226415,0,2024-11-22
0y1ZZw7eFyHgCpiDuUc7wy,Put The Money In The Bag,Yuno Miles,6gtIvaBCrswcltfMt67LMn,Yuno new releases,51,120369,1,2021-10-18
1rRSQIfUx5FX8eOvP7eRT4,Popular New Releases,New Releases,0268OztCe1Z7FpnrxVCJxc,New Music Mix 2023,13,129656,0,2023-04-26
6ecdnYq7ob5tvxlT3U2xwV,Nu Cep,Wxrdie,1Jmkhzve9TuXHUUWGmpANw,THE WXRDIES,59,155428,1,2024-11-12
1tmtNTFj5e1lOZ5FF5D1uD,Locked Away,The New Releases,0KcrR46L75FgSR7uRuIwqB,Straight from the Studio: The Hits January 2016,18,227472,0,2016-02-09
41DlPJXKTCypXdf2eSqa03,bình yên,Vũ.,57g2v7gJZepcwsuwssIfZs,Bảo Tàng Của Nuối Tiếc,65,195974,0,2024-09-27
07ApsokjGAs6niSYn8wZAQ,Uncomfortable,Chase Atlantic,7cYEt1pqMgXJdq00hAwVpT,Mixtape - 2025 - Classics & Hot New Releases,17,340786,1,2025-02-12
62bwj2FZsr0ljcap1FEf8g,"Đi Giữa Trời Rực Rỡ - From ""Đi Giữa Trời Rực Rỡ""",Ngô Lan Hương,3y0Tmt0epaxAHy6L89dGGC,"Đi Giữa Trời Rực Rỡ (From ""Đi Giữa Trời Rực Rỡ"")",62,220839,0,2024-08-05
0L27mjfIUE31DsN4D9vRqO,Playlist For Gaming,New Releases,0268OztCe1Z7FpnrxVCJxc,Playlist Of New Music Releases,2,78767,0,2023-05-03
6r5o9yIc16ZvymXUKJQ1yy,2 4,W/N,6NF9Oa4ThQWCj6mogFSrVD,2 4,59,199312,0,2024-07-31
4NOFYxDC8kftZxLxl8pJ7m,Focus,The New Releases,0KcrR46L75FgSR7uRuIwqB,Straight from the Studio: The Hits January 2016,3,211396,0,2016-02-09
34BP4cdbkyoQKR1e0huzM5,SPEED DEVIL,LUKE,12XKu8YfmsZBhvXnm2OLOh,SUPER EUROBEAT 2024 [DISC-1] New Releases,9,327666,0,2024-11-06
7yfcQynap4xcNqnydaFw83,Ai Mà Biết Được (feat. tlinh),SOOBIN,6CGGvCBHWqQ4HXtn5aLhbh,BẬT NÓ LÊN,58,240000,0,2024-06-25
2xehad5na6IOhrCGYC4sBt,WHAT'S IN YOUR DREAM,Hotblade,0DmJUAiaxnUhwE0YswLeMW,SUPER EUROBEAT 2024 [DISC-1] New Releases,10,276200,0,2024-11-06
0lyLaTNwr1Tw5uiNE1pWj6,"Prelude in C-Sharp Minor, Op. 45",Frédéric Chopin,7y97mc3bZRFXzT2szRM4L4,Classical for Cats,2,314920,0,2025-05-16
