artist_id,genres,artist_popularity,artist_followers
65Msz2E34NUtbjEbsrsJlJ,art rock,50,93769
3OyGv7XUYQwQgECYSzJhyO,bluegrass|traditional country|honky tonk|country,50,163627
53xh7BAl56yKW1LrqaLqdq,jazz,42,402
2mopkIQxw9oLxUUUd0DdxK,,49,36425
74ASZWbe4lXaubB36ztrGX,folk rock|folk|singer-songwriter|roots rock|country rock,77,7131896
0hzZTaZ59eR5lESXHRVgkc,melodic house|deep house,50,26834
3nvwZXSG0qMhKKq98hcKj9,lo-fi beats,38,40
7AZz7NIZYmsop1ipI6009w,stutter house,38,16443
0C7tVaY5qlP5YgYh7DSUoJ,,51,33347
79BbybQeUyNyFB8ghq4neb,v-pop|vietnamese hip hop|vietnam indie,36,4445
3NVVnLckJbY504etFBmOLC,,47,7396
0A0cOM444T6hJehiTABk83,jazz,35,333
7qFqo0wbAJSGPiP115Z0lT,sertanejo tradicional|sertanejo,49,2481
2lL4ckeM1A2Qo2Fe64dP0F,blues|modern blues,36,33032
0kFpfUKcW4ltMuRarIN0li,,51,9403
3YymwcoMkoY21jce0PLBaC,jazz,43,272
4qwvSfN4vvXmOfepMFSCeX,,45,18631
4LX0KCPnH7gvxEbVXqXmAE,bluegrass|newgrass|americana,48,103650
49c9aMExk5OrSSsSQi0uhw,,8,17
1oSPZhvZMIrWW5I41kPkkY,k-pop,83,10200089
6R7WjUX7Fk4zHPEHSdqEkY,blues|blues rock|modern blues,39,139713
5IcR3N7QB1j6KBL8eImZ8m,,75,5005558
37YzpfBeFju8QRZ3g0Ha1Q,lo-fi house,53,104850
2vbacV9IWLEz4ias5FKnU9,vinahouse|vietnamese hip hop|v-pop,9,37
4HV0yoclphwNw68w6kLQ3X,traditional music|vietnamese bolero|j-dance,8,631
6IIp7wMLdLoAWCpBjHaWid,v-pop,25,186
3c8YvfkS0P01LGTynw582C,traditional music|japanese classical,31,9266
3rbFpJkaR60h3KtE4YSZWd,v-pop|vietnamese bolero,45,86738
2Y9gVu6YtWypZXjynm7O2i,,0,22
4OAuZjHIYMfw91tIHTw8ia,v-pop,25,150
5k5vCzAmH0dcRda22U9Hut,v-pop|vietnam indie,42,31396
3nGqUwkJHiLPDECMVrX1Sq,v-pop|vietnamese hip hop|vinahouse|vietnam indie,53,660317
6CoCGXyUnocaqoKdRzDl8r,,35,2465
4mh6FZsF9gO7mRUOfTTMIU,traditional music|vietnamese bolero,17,2423
6YEptnkLZb6lpqi74ftRQK,,24,1129
32EbvVlygDFr90mV1HMHOu,v-pop,32,4559
1tqsJ5xvw9jonXHT9yGcxY,japanese classical|traditional music,27,884
2DpuPZSraeVoLMKV5QJj7y,v-pop|vietnam indie,33,62708
62sxxIG77fFOZKQkKDF0wt,vinahouse|v-pop|vietnamese bolero|bolero,46,32078
4YkqEuVf1Jf2x2XDqJ2CvC,v-pop|vietnam indie|vietnamese bolero,50,287012
02rLqQfWp5cmZYBShP1Fu5,vietnamese bolero|v-pop|bolero,33,11983
5HnaYivMXMHeOKCvyPGUkk,v-pop|vietnam indie,43,33019
3NckpPMWZSEus6PyV6LoVc,vinahouse|v-pop|vietnamese bolero|vietnamese lo-fi,40,121707
6ejNBkKELboWfpyPYwWB5Q,traditional music,0,0
4VSeuUbWJonXU8HiCoTIOT,vietnamese bolero,22,2400
2wjsoWglhKBQVfjUGdth1y,vietnamese bolero|v-pop|bolero|vinahouse,44,89494
5cisgC4GJ18g6LP6kuV9V8,v-pop,6,312
4wNg5ZhKx93in8IpkdaWNe,v-pop,8,178
6KGbisHewCDkmFZFMIfMIL,v-pop,16,496
0IdAjS2LRieBR3gzoazdAw,v-pop|vietnamese hip hop|vietnam indie|vinahouse,57,1090867
5TSjLaWHQ69GaALubAM7gR,v-pop|vietnamese lo-fi|vinahouse|vietnam indie,45,224356
25MjEeusf39IrbYZ6iXERh,v-pop,0,91
2xkx7f7IFOKPz9UNIhWmmZ,v-pop,0,133
65soYJxad6WyusokHWu4aI,vietnamese bolero|bolero,27,14737
0OmA11d6wVcqYWweVxXlJV,,4,406
57M6CPxKA3PupILf8rAZZe,,0,5
6UnpDSSYm6SCfCqDTcFV66,,0,0
0rV4grC48zpGS9UrtksFJW,,0,0
7a8C5EgQZBrW2JXKjDf9iv,,0,4
3SAJ7UOcpUYhelJZaeutA9,,0,1
335MrdyIGxzxMpSeovs88v,,0,231
7sfx8IET0MFEojQp9f29Nu,,0,0
2nfy0nJ70ftD2p3WeEVrw9,vietnamese bolero|bolero,25,11885
6bbhm71yiMEx3aXQbIoe2T,,0,1
2KwQeuMOTVY5Z8OU3nOnpR,,0,17
1F3JbS6eCH5fvK1csRsSTp,,21,340
63SNH9m8M034lCGELVC1dm,v-pop|vietnamese hip hop|vinahouse|vietnam indie,48,483624
1BcjfrXV4Oe3fK0c8dnxFF,v-pop|vietnamese bolero,46,157570
6CGGvCBHWqQ4HXtn5aLhbh,v-pop|vietnamese hip hop|vietnam indie|vinahouse,64,1066259
5L9ssI4l4DKU1za4ZwvKvG,v-pop,47,7419
3Ik733blVNzyxrZrjgXlOx,v-pop|vietnamese hip hop,23,4514
5kZm4Xqiu4GIhbm912n4fW,v-pop|vietnam indie,35,45279
3f7Dr7qtAJutrBV8mjozhh,v-pop|vinahouse|vietnamese hip hop,33,1803
78TTKBLrw5XIRty0KnyftQ,v-pop|vinahouse|vietnamese bolero,40,168490
2aMo0CYbTieTisS0BlWc59,v-pop|vietnamese lo-fi|vietnamese hip hop|vietnam indie,58,321007
3AnILK45fD4tHvqGT5uFun,traditional music,3,1254
0OECMkZp1koXqQLQrMizHb,v-pop|vietnamese lo-fi|vinahouse|vietnamese bolero,43,67137
7qgJkqICsYsUtU8a5SwG9b,,8,2119
5h0cBKxBX54CqPaQU6tJhk,vietnam indie|v-pop,36,94901
6hhgyoKVX6lJl3hdeivtU4,,10,3005
6MGnOdzzXNoGcUgfxMcSwA,,27,3586
11Iwq2edF5N9PMi2BspjhT,,5,912
4fg8aMZ23d2bxKz7r2vt9v,v-pop|vietnamese hip hop|vietnam indie|vinahouse,63,322601
55kmV7D802n47etECXapOe,,1,251
0zjaUrLR3HdMCwUDpibbcz,,7,323
7yRDcF8kWO70GsJC71wmJv,v-pop|vietnam indie,29,12458
5IqNNLQC9wNmfZZuPPyOb1,,3,37
4wZ6awunqaaVLl5j0WpDFu,v-pop|vietnamese hip hop,66,861465
0dfdmwLEoKV0KTUWsS8eWE,orchestra|polka,18,234
6eUKZXaKkcviH0Ku9w2n3V,soft pop,90,120476257
1OIYKbmhG0RxPXvVPNj3NN,v-pop|vietnam indie|vietnamese hip hop,52,277164
0emsH9Tmz1e17k8k1IUsID,,0,299
507jCIoCexWx2BipMeiHYD,,0,119
3JyQVNildx5ZpCt6xf0jp2,vietnamese bolero|v-pop,25,1317
4OxfghTTEa7wIa1GcXtWVD,,6,3266
4gzpq5DPGxSnKTe4SA8HAU,,91,58431277
2yIwLJKU6yJhiuAypZVkJU,,3,187
137W8MRPWKqSmrBGDBFSop,rap,84,12007316
0kObWap02DEg9EAJ3PBxzf,,69,1251383
7jVv8c5Fj3E9VhNjxT4snq,,75,12351557
01gp5ElAZTH3BNkFII1qPM,,15,1083
7mJOp9EcXEdAH6TL36flXw,indie folk,25,3546
6V3LuodmG70Gbx6FvEWPo8,schlagerparty,8,779
6vFCfSDEGGjyLpkMa1YhBE,disco,23,1382
3eVa5w3URK5duf6eyVDbu9,k-pop,84,11482133
0bZ9QBZME5UoX7PGgM6Ahi,,24,2118
4KPyQxL1zqEiBcTwW6c9HE,v-pop|vietnamese hip hop,63,509655
48YxSlb23RAaCd4RyHcV9V,,51,510826
0zo8kCJVktn7oPnzpkbC2p,v-pop|vietnamese lo-fi|vietnam indie,53,91364
0J2Ej2rMQyqaUX3G6MUISw,soft rock,59,413662
14h0UcPJlGYv5Qrjp7m1jQ,christian country|traditional country,33,31266
3Cv2vi3WTl8VZOTdrBkKdM,k-pop,59,978075
6jQ9UtYXqNfVnPkrH1Xxwi,,52,22477
5vMbZePneBfRUDZhrIRFZ5,,24,13645
39UJlviUwzZGZrA8DiQy31,vietnamese hip hop|v-pop,48,37055
6gYjIUFuKIBVJfxXnmrd5P,,52,36483
4sj6D0zlMOl25nprDJBiU9,christmas|adult standards,57,580582
5fmvGUlMVgmnCn45f1he7d,,49,96283
6eP3cHtamrAkesH0FxFPAt,brazilian trap,13,387
7xcXR8rEj6eRPVMFjUNtBe,disco,35,34325
4kYSro6naA4h99UJvo89HB,,80,25339148
64vw6q9ZBTop3Tf2ol1x4U,doo-wop,41,35178
4vGf7sM2PQIG24iuw5Nrjv,,8,1003
0QRgfCLzSR9GyCjXboWQTA,,43,36814
4qzZ6bMrjK27yHGVjs4Pvq,soft rock,44,27751
6gtIvaBCrswcltfMt67LMn,meme rap,53,571999
0268OztCe1Z7FpnrxVCJxc,,5,699
0KcrR46L75FgSR7uRuIwqB,,8,1759
7cYEt1pqMgXJdq00hAwVpT,,83,9710823
12XKu8YfmsZBhvXnm2OLOh,,2,228
0DmJUAiaxnUhwE0YswLeMW,hi-nrg,33,2884
5SdxHHfstcRfGIxOw1ghSN,v-pop|vietnamese hip hop,41,5093
0WfR5qds4TBIIrOd1cfoH5,thai pop,11,987
3KJopZ2uUclqEtLxQg0FNn,v-pop|vinahouse|vietnamese lo-fi,49,561008
6vFz8SAf3JBH0kdz8UMSOh,thai pop|thai rock|t-pop|luk thung,51,463195
12scI4mEdyEDBi7cdkxkVZ,vietnamese lo-fi|v-pop|vietnam indie|vietnamese hip hop,46,34697
0yh8BHqtPFTB00wfzVmhnI,,28,427
2s2AP9Bj9ltYjB9XIbGr0e,v-pop|vietnam indie,41,11950
2M4eNCvV3CJUswavkhAQg2,soundtrack,65,398734
3RvDvs8u3A7qVJjkG6NoPb,synthwave|chillwave|vaporwave,32,7213
3hRnvEdu1iPyB6EzMBbuZq,vietnamese hip hop|v-pop|vietnam indie,64,79254
5NX29TmuYrENlpvz6IgYMJ,adult standards|big band,43,69372
0du5cEVh5yTK9QJze8zA0C,,93,71878959
0kpfYS6tpGQ5CBvJDBGV8t,hi-nrg,33,339
7rOCufggUE6x8bTdU0FBzt,hi-nrg|europop|hypertechno,26,1424
13c4ijEkXNvEFoxGxwp5Su,v-pop|vietnamese hip hop,60,238195
5B9q1NRokzWYB7nSgnlHyv,trance|progressive trance,52,141150
04iRGluzxLz3aZmKTjOvBp,v-pop|vinahouse|vietnamese lo-fi,33,9596
50V9ltQxXFeN4GFoEIF4GD,,33,3493
7CirIWsF6Zm9SLjGdg1n0S,v-pop|vietnamese hip hop|new wave,34,10011
7nPbrzSt1apQM9rY5DVqQZ,turkish hip hop|slap house|trance,41,21869
6diiyZ15AVZoSxzAyjIYJT,trance|progressive trance,38,31313
1CmpPe389rlcewV0pAmxyq,vietnamese hip hop|v-pop|new wave,42,15849
15qIW0R8ys6DkGKygGnMEN,v-pop,39,11518
1BYxA12Ptu7vku1GY4bniO,vietnamese hip hop|v-pop|vietnam indie,29,5379
